Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order,prediction
2023-11-18,2023,11,18,Saturday,4,25,Female,Saudi Arabia,Riyadh,Returning,Electronics,Accessories,UrbanCo,843.01,3,25,632.26,Yes,4.63,259.24,2160.64,PayPal,Mobile,Referral,Gold,Standard,South,2,Cancelled,No,5,43077.26,11.56,249.77,Autumn,No,Yes,Yes
2023-11-18,2023,11,18,Saturday,4,35,Male,United Kingdom,New York,Premium,Fashion,Men Clothing,EcoLife,94.75,1,20,18.95,Yes,1.66,8.14,85.6,Wallet,Mobile,Organic Search,Standard,Standard,North,6,Returned,Yes,2.7,1971.15,35.06,30.01,Autumn,Yes,No,No
2023-11-18,2023,11,18,Saturday,4,50,Female,Saudi Arabia,New York,Returning,Beauty,Fragrance,QuickCart,29.74,2,5,2.97,No,0,6.66,63.17,Credit Card,Mobile,Organic Search,Platinum,Standard,West,5,Delivered,No,3.4,1145.77,46.58,29.42,Autumn,No,No,No
2023-11-19,2023,11,19,Sunday,4,32,Female,India,Riyadh,Returning,Sports,Equipment,Trendify,132.04,3,0,0,No,8.14,40.89,445.15,Wallet,Desktop,Email,Standard,Standard,West,8,Delivered,No,4.3,5411.51,25.19,112.13,Autumn,Yes,Yes,No
2023-11-19,2023,11,19,Sunday,4,57,Male,France,New York,New,Fashion,Shoes,ValueMax,158.47,3,5,23.77,No,11.52,42.33,505.49,Cash on Delivery,Mobile,Organic Search,Gold,Express,South,6,Delivered,No,4.4,9340.85,34.97,176.77,Autumn,Yes,Yes,No
2023-11-19,2023,11,19,Sunday,4,40,Male,United States,Karachi,Premium,Electronics,Laptop,PrimePlus,495.28,5,25,619.1,Yes,9.15,234.05,2100.5,Bank Transfer,Desktop,Paid Ads,Gold,Pickup,South,4,Delivered,No,3.1,28291.81,8.5,178.54,Autumn,Yes,Yes,Yes
2023-11-19,2023,11,19,Sunday,4,41,Female,Saudi Arabia,Berlin,Premium,Sports,Outdoor,Apex,86.71,2,15,26.01,Yes,6.78,18.75,172.94,Wallet,Mobile,Direct,Silver,Standard,North,5,Returned,Yes,2.3,2587.96,27.4,47.39,Autumn,No,No,No
2023-11-19,2023,11,19,Sunday,4,48,Male,India,Sydney,Returning,Electronics,Headphones,UrbanCo,443.79,2,15,133.14,Yes,4.86,91.18,850.48,Credit Card,Mobile,Social Media,Standard,Pickup,West,7,Shipped,No,4.7,14857.84,11.25,95.68,Autumn,No,Yes,Yes
2023-11-19,2023,11,19,Sunday,4,48,Male,United States,London,Loyal,Toys,Action Figures,FreshMart,20.93,1,0,0,Yes,7.94,1.41,30.28,Credit Card,Mobile,Email,Silver,Pickup,West,6,Delivered,No,4.5,955.3,35.86,10.86,Autumn,Yes,No,No
2023-11-19,2023,11,19,Sunday,4,18,Female,Canada,New York,Returning,Groceries,Fresh Produce,FreshMart,16.32,6,0,0,No,10.05,9.71,117.68,Wallet,Desktop,Referral,Silver,Standard,West,4,Returned,Yes,2.7,1044.6,17.58,20.69,Autumn,Yes,No,No
2023-11-20,2023,11,20,Monday,4,18,Female,United States,London,Loyal,Fashion,Men Clothing,Trendify,143.04,6,15,128.74,Yes,6,61.5,797,Bank Transfer,Mobile,Referral,Platinum,Standard,Central,7,Delivered,No,5,13759.44,20.73,165.22,Autumn,No,Yes,No
2023-11-20,2023,11,20,Monday,4,31,Male,Canada,Riyadh,New,Home & Kitchen,Cookware,Zenith,100.61,3,35,105.64,Yes,13.58,24.35,234.12,Bank Transfer,Mobile,Organic Search,Standard,Express,South,7,Cancelled,No,2.9,1837.05,16.1,37.69,Autumn,Yes,No,No
2023-11-20,2023,11,20,Monday,4,27,Male,Canada,Mumbai,Returning,Books,Non-Fiction,UrbanCo,25.78,2,5,2.58,No,13.4,5.27,67.65,Bank Transfer,Mobile,Social Media,Silver,Express,South,4,Delivered,No,4.8,441.34,9.19,6.22,Autumn,Yes,No,No
2023-11-20,2023,11,20,Monday,4,53,Female,India,Karachi,Returning,Home & Kitchen,Cookware,Nova,62.51,1,10,6.25,Yes,2.56,4.31,63.13,PayPal,Mobile,Social Media,Standard,Standard,South,8,Delivered,No,4.4,1535.91,7.86,4.96,Autumn,Yes,No,No
2023-11-21,2023,11,21,Tuesday,4,18,Male,Pakistan,Paris,New,Books,Fiction,PrimePlus,14.51,3,0,0,No,10.56,3.08,57.17,Debit Card,Mobile,Email,Silver,Standard,South,6,Cancelled,No,4.4,1101.43,16.07,9.19,Autumn,Yes,No,No
2023-11-22,2023,11,22,Wednesday,4,23,Male,United Kingdom,Dubai,Loyal,Fashion,Bags,Apex,56.93,2,5,5.69,Yes,12.1,10.44,130.71,Credit Card,Desktop,Referral,Platinum,Same Day,West,0,Processing,No,3.9,2634.87,42.01,54.91,Autumn,Yes,No,No
2023-11-22,2023,11,22,Wednesday,4,57,Male,Saudi Arabia,Sydney,Premium,Fashion,Men Clothing,EcoLife,85.61,2,15,25.68,Yes,15.39,10.74,171.67,Wallet,Mobile,Email,Standard,Express,West,8,Delivered,No,4.4,2739.4,11.1,19.06,Autumn,Yes,No,No
2023-11-22,2023,11,22,Wednesday,4,50,Male,Canada,Sydney,Loyal,Home & Kitchen,Decor,FreshMart,74.65,2,5,7.46,No,6.21,10.49,158.54,Wallet,Desktop,Email,Standard,Pickup,West,4,Delivered,No,4,2856.83,8.63,13.68,Autumn,Yes,No,No
2023-11-22,2023,11,22,Wednesday,4,43,Male,Pakistan,London,Loyal,Beauty,Fragrance,Trendify,47.23,4,25,47.23,Yes,10,15.37,167.06,Cash on Delivery,Mobile,Social Media,Standard,Standard,South,10,Processing,No,3.4,2991.81,21.85,36.5,Autumn,Yes,No,No
2023-11-22,2023,11,22,Wednesday,4,30,Male,Australia,London,Loyal,Groceries,Fresh Produce,QuickCart,26.79,4,10,10.72,Yes,9.51,6.75,112.7,PayPal,Desktop,Direct,Silver,Standard,East,7,Delivered,No,3.7,1397.81,10.54,11.88,Autumn,Yes,No,No
2023-11-23,2023,11,23,Thursday,4,35,Female,Germany,Karachi,Returning,Electronics,Laptop,PrimePlus,464.83,4,0,0,Yes,12.76,97,1969.08,Wallet,Mobile,Organic Search,Silver,Express,East,6,Delivered,No,5,34095.3,32.08,631.68,Autumn,No,Yes,Yes
2023-11-23,2023,11,23,Thursday,4,22,Male,Pakistan,London,Returning,Sports,Fitness,FreshMart,81.69,4,35,114.37,Yes,4.06,32.08,248.53,Debit Card,Tablet,Referral,Platinum,Standard,East,4,Delivered,No,4.4,4307.9,8.45,21,Autumn,Yes,No,No
2023-11-24,2023,11,24,Friday,4,32,Male,Pakistan,London,New,Home & Kitchen,Cookware,Trendify,106.37,4,5,21.27,Yes,6.36,31.99,442.56,Bank Transfer,Desktop,Direct,Standard,Standard,North,8,Cancelled,No,3.7,7444.17,22.55,99.8,Autumn,Yes,Yes,Yes
2023-11-25,2023,11,25,Saturday,4,39,Male,Australia,Riyadh,Loyal,Fashion,Women Clothing,QuickCart,86.86,4,10,34.74,Yes,8.95,41.61,363.26,Bank Transfer,Mobile,Email,Standard,Standard,South,4,Returned,Yes,3.1,7153.27,15.11,54.89,Autumn,Yes,No,No
2023-11-25,2023,11,25,Saturday,4,45,Female,Germany,Dubai,Returning,Home & Kitchen,Furniture,Zenith,93.4,5,20,93.4,Yes,11.13,29.13,413.86,Bank Transfer,Desktop,Paid Ads,Standard,Standard,West,5,Cancelled,No,3.4,1254.28,19.14,79.21,Autumn,Yes,Yes,Yes
2023-11-25,2023,11,25,Saturday,4,41,Female,Pakistan,Paris,Returning,Toys,Puzzles,QuickCart,52.47,2,0,0,No,10.46,9.28,124.68,Debit Card,Mobile,Direct,Standard,Pickup,East,3,Shipped,No,4.7,1092.17,30.42,37.93,Autumn,No,No,No
2023-11-25,2023,11,25,Saturday,4,37,Male,Saudi Arabia,Mumbai,Premium,Groceries,Snacks,Nova,7.64,4,5,1.53,No,23.53,3.41,55.97,Wallet,Tablet,Paid Ads,Standard,Same Day,East,0,Delivered,No,3.2,2172.2,9.48,5.31,Autumn,No,No,No
2023-11-26,2023,11,26,Sunday,4,29,Female,India,Toronto,New,Groceries,Dairy,Nova,13.27,3,10,3.98,Yes,5.92,3.36,45.11,Debit Card,Mobile,Referral,Standard,Pickup,West,6,Shipped,No,3.9,708.94,22.03,9.94,Autumn,Yes,No,No
2023-11-27,2023,11,27,Monday,4,75,Female,France,Dubai,Returning,Groceries,Beverages,Apex,10.62,5,5,2.66,No,24.01,3.71,78.16,Debit Card,Mobile,Direct,Standard,Same Day,South,0,Delivered,No,3.2,1917.36,7.15,5.59,Autumn,Yes,No,No
2023-11-27,2023,11,27,Monday,4,25,Male,United States,Sydney,New,Groceries,Beverages,FreshMart,30.21,4,5,6.04,No,7.27,12.87,134.94,Credit Card,Mobile,Social Media,Standard,Standard,East,4,Delivered,No,3.9,2565.11,11.69,15.77,Autumn,No,No,No
2023-11-27,2023,11,27,Monday,4,49,Male,France,London,Returning,Books,Fiction,Zenith,27.79,2,0,0,No,6.24,2.79,64.61,Wallet,Tablet,Referral,Standard,Standard,North,6,Delivered,No,3.5,482.69,12.2,7.88,Autumn,Yes,No,No
2023-11-27,2023,11,27,Monday,4,38,Male,France,Karachi,New,Electronics,Mobile,UrbanCo,756.58,2,15,226.97,Yes,13.83,171.19,1471.21,Credit Card,Desktop,Referral,Gold,Express,North,1,Delivered,No,4.4,23560.34,14.39,211.71,Autumn,No,Yes,Yes
2023-11-27,2023,11,27,Monday,4,48,Female,UAE,Riyadh,Loyal,Fashion,Men Clothing,ValueMax,48.75,3,25,36.56,Yes,9.79,17.15,136.63,PayPal,Tablet,Organic Search,Silver,Standard,Central,4,Delivered,No,3.8,1593.6,26.39,36.06,Autumn,Yes,No,No
2023-11-28,2023,11,28,Tuesday,4,42,Male,Australia,Sydney,Loyal,Books,Fiction,Zenith,16.14,1,10,1.61,Yes,12.33,1.73,28.59,Credit Card,Desktop,Paid Ads,Standard,Express,Central,4,Delivered,No,4.2,923.59,20.44,5.84,Autumn,No,No,No
2023-11-28,2023,11,28,Tuesday,4,44,Male,United Kingdom,Berlin,Premium,Groceries,Fresh Produce,PrimePlus,19.22,3,30,17.3,Yes,22.16,2.65,65.17,Credit Card,Mobile,Referral,Gold,Same Day,South,3,Delivered,No,4.3,2334.01,19.78,12.89,Autumn,Yes,No,No
2023-11-28,2023,11,28,Tuesday,4,36,Male,Germany,Karachi,New,Fashion,Shoes,UrbanCo,66.72,4,20,53.38,Yes,17.98,11.59,243.07,Cash on Delivery,Desktop,Social Media,Platinum,Same Day,East,0,Returned,Yes,4.5,3034.74,29.91,72.7,Autumn,Yes,No,No
2023-11-28,2023,11,28,Tuesday,4,25,Male,United States,Paris,Loyal,Beauty,Makeup,Apex,32.81,4,20,26.25,Yes,19.74,5.08,129.81,Credit Card,Mobile,Direct,Standard,Express,West,4,Delivered,No,4.1,1775.9,26.57,34.49,Autumn,No,No,No
2023-11-28,2023,11,28,Tuesday,4,42,Female,Australia,Mumbai,Loyal,Books,Education,UrbanCo,31.79,4,5,6.36,No,13.71,4.16,138.67,Wallet,Desktop,Social Media,Standard,Express,South,5,Delivered,No,4.3,2400.16,26.35,36.54,Autumn,No,No,No
2023-11-29,2023,11,29,Wednesday,4,24,Female,India,Riyadh,Returning,Groceries,Snacks,EcoLife,22,4,0,0,No,21,3.01,112.01,Bank Transfer,Mobile,Referral,Gold,Same Day,East,0,Delivered,No,3.7,516.07,31.26,35.01,Autumn,Yes,No,No
2023-11-29,2023,11,29,Wednesday,4,18,Female,Canada,Sydney,Loyal,Home & Kitchen,Appliances,QuickCart,126.1,4,0,0,No,9.52,37.23,551.15,Credit Card,Tablet,Email,Standard,Standard,East,2,Shipped,No,4.7,4132.52,17.39,95.84,Autumn,No,Yes,Yes
2023-11-29,2023,11,29,Wednesday,4,39,Male,Canada,London,Returning,Fashion,Bags,Trendify,87.55,4,10,35.02,Yes,12.62,14.6,342.4,Cash on Delivery,Desktop,Email,Gold,Express,West,1,Delivered,No,4.1,2881.24,16.85,57.69,Autumn,Yes,No,No
2023-11-30,2023,11,30,Thursday,4,39,Male,United States,Mumbai,Premium,Groceries,Beverages,Nova,32.51,2,35,22.76,Yes,5.28,2.32,49.86,Debit Card,Desktop,Direct,Gold,Standard,South,5,Delivered,No,5,1990.52,3,1.5,Autumn,Yes,No,No
2023-11-30,2023,11,30,Thursday,4,33,Male,France,Berlin,Loyal,Groceries,Snacks,Zenith,11.93,2,10,2.39,Yes,0.92,1.38,23.77,Bank Transfer,Mobile,Organic Search,Standard,Standard,South,6,Delivered,No,3.3,675.78,20.19,4.8,Autumn,Yes,No,No
2023-11-30,2023,11,30,Thursday,4,36,Male,Australia,Karachi,New,Electronics,Accessories,Nova,582.14,3,0,0,No,20.7,174.69,1941.81,Wallet,Mobile,Direct,Standard,Same Day,West,1,Shipped,No,3,4375.21,20.25,393.22,Autumn,Yes,Yes,Yes
2023-11-30,2023,11,30,Thursday,4,27,Female,Saudi Arabia,Paris,Returning,Fashion,Men Clothing,Apex,134.46,6,25,201.69,Yes,11.05,59.99,676.11,Wallet,Mobile,Direct,Standard,Standard,South,4,Delivered,No,4.2,6533.04,29.26,197.83,Autumn,No,Yes,No
2023-12-01,2023,12,1,Friday,4,35,Female,Canada,London,Premium,Beauty,Makeup,UrbanCo,32.75,5,15,24.56,Yes,24.61,11.65,175.45,Debit Card,Mobile,Social Media,Silver,Same Day,South,3,Delivered,No,3.9,3655.21,19.34,33.93,Winter,Yes,No,No
2023-12-01,2023,12,1,Friday,4,36,Female,India,Mumbai,Loyal,Electronics,Mobile,ValueMax,438.68,7,20,614.15,Yes,26.61,237.64,2720.86,PayPal,Mobile,Organic Search,Standard,Same Day,East,4,Delivered,No,4.3,18170.38,6.93,188.56,Winter,Yes,Yes,Yes
2023-12-01,2023,12,1,Friday,4,18,Female,United States,Dubai,New,Home & Kitchen,Cookware,Zenith,95.49,1,25,23.87,Yes,8.83,7.01,87.46,Wallet,Mobile,Social Media,Silver,Standard,West,6,Delivered,No,3.2,1441.76,19.12,16.72,Winter,No,No,No
2023-12-01,2023,12,1,Friday,4,24,Male,France,Berlin,Premium,Electronics,Accessories,Zenith,681.69,3,0,0,No,4.52,133.1,2182.69,Bank Transfer,Mobile,Email,Silver,Pickup,East,3,Processing,No,4.9,15827.73,21.34,465.79,Winter,No,Yes,Yes
2023-12-02,2023,12,2,Saturday,4,24,Male,India,Toronto,Returning,Beauty,Fragrance,Nova,25.44,5,15,19.08,Yes,8.49,10.09,126.7,PayPal,Tablet,Paid Ads,Silver,Standard,South,5,Returned,Yes,2.5,1069.7,28.8,36.49,Winter,Yes,No,No
2023-12-02,2023,12,2,Saturday,4,35,Female,Saudi Arabia,Dubai,Returning,Fashion,Bags,UrbanCo,101.39,5,0,0,No,11.63,55.67,574.25,Wallet,Mobile,Referral,Standard,Standard,North,3,Delivered,No,4.1,11406.46,19.84,113.93,Winter,Yes,Yes,No
2023-12-02,2023,12,2,Saturday,4,37,Female,Australia,Dubai,Loyal,Sports,Sportswear,QuickCart,141.32,3,0,0,No,25.01,37.87,486.84,Credit Card,Mobile,Paid Ads,Silver,Same Day,South,0,Delivered,No,4.1,3012.4,34.41,167.52,Winter,Yes,Yes,Yes
2023-12-02,2023,12,2,Saturday,4,29,Male,United Kingdom,Riyadh,Loyal,Electronics,Laptop,Nova,434.48,2,5,43.45,Yes,21.63,42,889.14,PayPal,Mobile,Organic Search,Standard,Same Day,North,0,Delivered,No,4.6,8684.38,26.15,232.51,Winter,Yes,Yes,Yes
2023-12-02,2023,12,2,Saturday,4,26,Female,India,Dubai,New,Home & Kitchen,Appliances,Zenith,335.82,3,20,201.49,Yes,0,100.44,906.41,PayPal,Mobile,Paid Ads,Platinum,Standard,Central,3,Cancelled,No,4.9,3398.12,10.69,96.9,Winter,No,Yes,No
2023-12-02,2023,12,2,Saturday,4,22,Male,United Kingdom,Karachi,Returning,Home & Kitchen,Cookware,EcoLife,123.05,3,25,92.29,Yes,8.09,20.39,305.34,PayPal,Desktop,Organic Search,Standard,Standard,East,4,Delivered,No,4.6,1233.41,18.19,55.54,Winter,No,No,No
2023-12-02,2023,12,2,Saturday,4,54,Male,United Kingdom,Mumbai,Returning,Electronics,Headphones,Zenith,589.82,5,0,0,No,9.95,175.09,3134.14,Wallet,Mobile,Organic Search,Standard,Standard,Central,2,Delivered,No,3.5,47335.3,15.91,498.64,Winter,Yes,Yes,Yes
2023-12-03,2023,12,3,Sunday,4,30,Female,Australia,Mumbai,Returning,Sports,Equipment,Apex,84.04,5,0,0,No,16.68,29.25,466.13,Cash on Delivery,Mobile,Paid Ads,Gold,Express,East,4,Delivered,No,5,2903.11,17,79.24,Winter,Yes,Yes,No
2023-12-03,2023,12,3,Sunday,4,40,Male,United States,Mumbai,Returning,Electronics,Headphones,Trendify,349.92,6,0,0,No,26.25,125.03,2250.8,Bank Transfer,Desktop,Email,Standard,Same Day,North,0,Delivered,No,4.3,38240.95,29.98,674.79,Winter,No,Yes,Yes
2023-12-04,2023,12,4,Monday,4,21,Female,Germany,Mumbai,New,Electronics,Accessories,QuickCart,202.98,1,10,20.3,Yes,15.13,23.51,221.32,Wallet,Desktop,Referral,Standard,Express,Central,8,Delivered,No,4.1,385.43,8.99,19.9,Winter,Yes,No,No
2023-12-04,2023,12,4,Monday,4,32,Male,UAE,Sydney,Returning,Home & Kitchen,Cookware,ValueMax,114.15,3,25,85.61,Yes,5.66,22.89,285.39,Debit Card,Mobile,Email,Silver,Standard,West,3,Delivered,No,3.6,5028.63,34.05,97.18,Winter,Yes,No,No
2023-12-04,2023,12,4,Monday,4,23,Male,Saudi Arabia,Toronto,New,Electronics,Laptop,QuickCart,484.32,1,15,72.65,Yes,5.03,57.09,473.79,Cash on Delivery,Desktop,Organic Search,Silver,Standard,East,5,Delivered,No,3.7,2473.26,16.32,77.32,Winter,No,Yes,Yes
2023-12-04,2023,12,4,Monday,4,27,Male,Germany,London,Returning,Groceries,Dairy,Apex,15.38,2,5,1.54,Yes,13.83,1.1,44.15,Bank Transfer,Desktop,Organic Search,Standard,Express,East,5,Returned,Yes,3.1,673.22,31.14,13.75,Winter,No,No,No
2023-12-04,2023,12,4,Monday,4,34,Female,Germany,Karachi,Returning,Sports,Outdoor,Nova,94.44,1,15,14.17,Yes,6.77,5.25,92.29,Credit Card,Mobile,Organic Search,Standard,Standard,South,5,Delivered,No,4.2,1756.62,27.78,25.64,Winter,Yes,No,No
2023-12-05,2023,12,5,Tuesday,4,49,Female,Pakistan,New York,Loyal,Electronics,Laptop,UrbanCo,393.76,2,10,78.75,Yes,7.36,92.97,809.1,Wallet,Desktop,Referral,Standard,Pickup,North,7,Delivered,No,4.4,9409.23,16.46,133.18,Winter,Yes,Yes,Yes
2023-12-05,2023,12,5,Tuesday,4,37,Female,United Kingdom,Riyadh,Loyal,Electronics,Mobile,ValueMax,557.08,2,15,167.12,Yes,22.3,47.35,1016.69,PayPal,Desktop,Paid Ads,Standard,Same Day,South,0,Delivered,No,3.5,5445.69,24.29,246.95,Winter,No,Yes,Yes
2023-12-05,2023,12,5,Tuesday,4,51,Female,France,Mumbai,Loyal,Electronics,Accessories,EcoLife,414.55,2,0,0,No,6.73,53.64,889.47,PayPal,Mobile,Referral,Standard,Standard,South,2,Delivered,No,4.1,12724.21,12.42,110.47,Winter,No,Yes,Yes
2023-12-05,2023,12,5,Tuesday,4,57,Female,Australia,New York,Returning,Groceries,Beverages,UrbanCo,30.41,4,0,0,Yes,25.71,12.22,159.57,Credit Card,Desktop,Organic Search,Standard,Same Day,East,1,Delivered,No,4.1,2549.09,22.4,35.74,Winter,Yes,No,No
2023-12-05,2023,12,5,Tuesday,4,30,Female,Germany,Dubai,Returning,Home & Kitchen,Furniture,PrimePlus,246.66,2,10,49.33,Yes,13.61,35.18,492.78,Bank Transfer,Tablet,Social Media,Silver,Express,South,4,Cancelled,No,3.7,2461.52,25.17,124.03,Winter,No,Yes,Yes
2023-12-06,2023,12,6,Wednesday,4,29,Male,Australia,Mumbai,Loyal,Fashion,Men Clothing,Zenith,90.53,3,0,0,No,14.75,14.46,300.8,Bank Transfer,Desktop,Social Media,Silver,Express,East,4,Delivered,No,4,2189.54,25.45,76.55,Winter,No,No,No
2023-12-06,2023,12,6,Wednesday,4,24,Male,India,Sydney,Returning,Fashion,Women Clothing,QuickCart,67.41,2,20,26.96,Yes,5.46,5.5,118.82,Credit Card,Desktop,Organic Search,Silver,Standard,Central,4,Delivered,No,3.9,1309.21,19.8,23.53,Winter,Yes,No,No
2023-12-06,2023,12,6,Wednesday,4,34,Male,United States,Berlin,Loyal,Fashion,Shoes,Trendify,40.96,5,35,71.68,Yes,10.9,12.28,156.3,PayPal,Tablet,Email,Silver,Standard,South,8,Returned,Yes,3.1,3661.2,26.54,41.48,Winter,Yes,No,No
2023-12-07,2023,12,7,Thursday,4,34,Male,Pakistan,Paris,Returning,Fashion,Bags,Zenith,58.38,2,40,46.7,Yes,7.48,9.42,86.96,Debit Card,Desktop,Referral,Standard,Standard,South,7,Delivered,No,3.7,1603.42,23.45,20.39,Winter,Yes,No,No
2023-12-07,2023,12,7,Thursday,4,30,Female,Pakistan,Dubai,New,Beauty,Haircare,PrimePlus,24.01,3,5,3.6,No,7.88,7.55,83.86,Credit Card,Mobile,Paid Ads,Silver,Standard,South,5,Processing,No,3.7,1889.86,22.82,19.14,Winter,Yes,No,No
2023-12-07,2023,12,7,Thursday,4,62,Female,France,Sydney,Premium,Groceries,Dairy,UrbanCo,24.82,1,25,6.2,Yes,2.77,2.27,23.66,Cash on Delivery,Mobile,Direct,Standard,Standard,South,3,Delivered,No,4.5,1615.28,24.87,5.88,Winter,No,No,No
2023-12-08,2023,12,8,Friday,4,55,Male,Germany,Dubai,Returning,Fashion,Women Clothing,Nova,58.25,3,10,17.48,Yes,14.56,19.91,191.74,Credit Card,Mobile,Organic Search,Standard,Express,South,1,Delivered,No,5,1796.52,31.9,61.17,Winter,No,No,No
2023-12-08,2023,12,8,Friday,4,43,Female,Canada,New York,New,Toys,Educational,Zenith,38.63,3,5,5.79,No,18.89,11.68,140.67,Wallet,Desktop,Direct,Silver,Express,East,1,Shipped,No,4.2,841.16,19.09,26.85,Winter,No,No,No
2023-12-09,2023,12,9,Saturday,4,30,Male,Canada,Paris,Returning,Sports,Equipment,Zenith,67.32,3,15,30.29,Yes,16.67,19.75,208.09,Wallet,Desktop,Paid Ads,Silver,Express,North,0,Shipped,No,4.8,3111.28,18.4,38.29,Winter,No,No,No
2023-12-09,2023,12,9,Saturday,4,32,Female,Germany,Toronto,Returning,Home & Kitchen,Furniture,ValueMax,208.78,1,5,10.44,No,4.8,24.04,227.18,Cash on Delivery,Desktop,Referral,Silver,Pickup,South,4,Processing,No,5,4531.56,27.49,62.45,Winter,No,No,No
2023-12-10,2023,12,10,Sunday,4,44,Male,Pakistan,Paris,New,Groceries,Beverages,EcoLife,31.09,3,20,18.65,Yes,16.34,5.06,96.02,Cash on Delivery,Mobile,Paid Ads,Silver,Express,South,2,Cancelled,No,3.7,1258.71,22.15,21.27,Winter,No,No,No
2023-12-10,2023,12,10,Sunday,4,33,Female,Canada,Karachi,New,Books,Education,ValueMax,13.47,2,0,0,No,14.88,2.71,44.53,PayPal,Desktop,Referral,Silver,Express,West,7,Delivered,No,4.7,399.45,23.67,10.54,Winter,Yes,No,No
2023-12-11,2023,12,11,Monday,4,29,Female,Pakistan,Riyadh,Returning,Electronics,Headphones,Trendify,371.2,4,25,371.2,Yes,20.08,122.21,1255.89,Bank Transfer,Mobile,Direct,Standard,Same Day,South,6,Delivered,No,3.6,14756.88,20.78,260.97,Winter,No,Yes,Yes
2023-12-11,2023,12,11,Monday,4,49,Female,UAE,Berlin,Loyal,Electronics,Headphones,UrbanCo,726.34,3,0,0,No,11.8,139.29,2330.11,Cash on Delivery,Mobile,Email,Gold,Express,North,1,Delivered,No,3.5,8676.26,10.55,245.83,Winter,Yes,Yes,Yes
2023-12-12,2023,12,12,Tuesday,4,33,Female,Saudi Arabia,Toronto,New,Beauty,Haircare,QuickCart,158.61,3,5,23.79,No,7.08,54.32,513.44,Bank Transfer,Mobile,Paid Ads,Standard,Standard,North,7,Delivered,No,4.7,8939.35,35.52,182.37,Winter,Yes,Yes,No
2023-12-12,2023,12,12,Tuesday,4,34,Female,United Kingdom,Karachi,Loyal,Sports,Sportswear,PrimePlus,95.21,2,20,38.08,Yes,6.35,21.08,179.77,Bank Transfer,Mobile,Organic Search,Silver,Standard,East,3,Delivered,No,4.7,3985.08,23.93,43.02,Winter,No,No,No
2023-12-12,2023,12,12,Tuesday,4,31,Male,Germany,Berlin,Returning,Electronics,Accessories,QuickCart,302.45,3,15,136.1,Yes,6.21,41.68,819.14,Wallet,Mobile,Paid Ads,Silver,Standard,South,1,Shipped,No,4.5,2187.55,27.78,227.56,Winter,Yes,Yes,Yes
2023-12-12,2023,12,12,Tuesday,4,61,Male,UAE,London,Loyal,Toys,Board Games,UrbanCo,47.35,3,30,42.62,Yes,17.29,8.27,124.99,Debit Card,Tablet,Paid Ads,Gold,Same Day,Central,0,Delivered,No,3.9,1423.4,6.12,7.65,Winter,Yes,No,No
2023-12-12,2023,12,12,Tuesday,4,47,Female,United States,Paris,Premium,Electronics,Laptop,QuickCart,350.84,1,0,0,No,8.11,16.02,374.97,Bank Transfer,Desktop,Organic Search,Gold,Express,Central,4,Delivered,No,5,4723.71,21.36,80.09,Winter,Yes,No,Yes
2023-12-12,2023,12,12,Tuesday,4,47,Male,Pakistan,London,Premium,Electronics,Headphones,Zenith,288.51,4,0,0,No,15.05,47.6,1216.69,Bank Transfer,Mobile,Paid Ads,Silver,Express,Central,5,Delivered,No,4.4,19578.46,8.31,101.11,Winter,Yes,Yes,Yes
2023-12-12,2023,12,12,Tuesday,4,42,Female,Saudi Arabia,Berlin,Loyal,Home & Kitchen,Cookware,PrimePlus,113.19,3,0,0,No,6.72,14.89,361.18,Wallet,Desktop,Direct,Standard,Standard,Central,2,Delivered,No,4.6,7985.75,23.04,83.22,Winter,Yes,No,No
2023-12-12,2023,12,12,Tuesday,4,37,Female,Australia,Dubai,Premium,Beauty,Fragrance,Nova,31.3,5,15,23.48,Yes,9.29,7.61,149.92,Debit Card,Desktop,Direct,Silver,Standard,West,6,Delivered,No,5,1564.24,31.75,47.6,Winter,Yes,No,No
2023-12-13,2023,12,13,Wednesday,4,28,Male,United Kingdom,Berlin,Loyal,Fashion,Women Clothing,Apex,86.7,6,10,52.02,Yes,18.52,60.24,546.94,Wallet,Mobile,Organic Search,Standard,Express,East,5,Processing,No,3.5,9919.05,25.65,140.29,Winter,Yes,Yes,No
2023-12-13,2023,12,13,Wednesday,4,38,Female,UAE,Riyadh,Returning,Fashion,Bags,QuickCart,41.48,2,5,4.15,No,4.81,2.59,86.21,PayPal,Mobile,Organic Search,Standard,Standard,East,4,Delivered,No,5,838.08,36.94,31.85,Winter,Yes,No,No
2023-12-14,2023,12,14,Thursday,4,22,Female,Germany,Berlin,Returning,Fashion,Shoes,Zenith,130.98,3,0,0,No,6.88,41.89,441.71,Credit Card,Mobile,Email,Standard,Pickup,Central,2,Cancelled,No,4.7,6991.07,28.48,125.8,Winter,No,Yes,No
